iD	systemName	alternateName	x	y	size	sarnaLink	distance (LY)	2271	2317	2319	2341	2367	2571	2596	2750	2765	2767	2783	2786	2821	2822	2830	2864	3025	3030	3040	3049	3050a	3050b	3050c	3051	3052	3057	3058	3059a	3059b	3059c	3059d	3063	3067	3068	3075	3079	3081	3085	3095	3130	3135	3145	3151	3152
952	Gibson		-245.811	-215.127	1,1,0	https://www.sarna.net/wiki/Gibson	326.654	I					FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	WB	A	A	A	A	A	A	A	A	A
971	Gniezno		-127.550	-22.018	1,1,0	https://www.sarna.net/wiki/Gniezno	129.436	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	LC,Federation of Skye,Rahneshire	LC,Federation of Skye,Rahneshire	LC,Federation of Skye,Rahneshire	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
980	Gorfynt		-233.620	488.928	1,1,0	https://www.sarna.net/wiki/Gorfynt	541.875	U	U	U	U	U	U	U	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
982	Gorki		-15.376	-163.488	1,1,0	https://www.sarna.net/wiki/Gorki	164.209	U	U	U	U	U	U	U	CC,Capella Commonality,Region 1	CC,Capella Commonality,Region 1	CC,Capella Commonality,Region 1	CC,Capella Commonality,Region 1	CC,Capella Commonality,Region 1	CC,Capella Commonality,Region 1	CC,Capella Commonality,Region 1	CC,Capella Commonality,Region 1	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
991	Gran		-296.270	-171.177	1,1,0	https://www.sarna.net/wiki/Gran	342.166	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1006	Grobin		-98.678	-68.207	1,1,0	https://www.sarna.net/wiki/Grobin	119.956	U	U	U	U	U	U	U	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1024	Gwynedd		-276.407	459.462	1,1,0	https://www.sarna.net/wiki/Gwynedd	536.196						RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	I	I	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1073	Heart Fjord		-135.270	-203.398	1,1,0	https://www.sarna.net/wiki/Heart_Fjord	244.272	U	U	U	U	U	U	U	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1076	Hechnar		-16.840	-26.076	1,1,0	https://www.sarna.net/wiki/Hechnar	31.041	U	U	U	U	TH	TH,Tyrfing Province	TH,Tyrfing Province	TH,Tyrfing Province	TH,Tyrfing Province	AE,Tyrfing Province	TH,Tyrfing Province	TH,New Dallas Province	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1089	Hell's Paradise		-293.756	-65.872	1,1,0	https://www.sarna.net/wiki/Hell's_Paradise	301.051	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1095	Herbania		-276.337	393.051	1,1,0	https://www.sarna.net/wiki/Herbania	480.470						RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	I	I	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1120	Hódmezovásárhely		-193.279	-142.506	1,1,0	https://www.sarna.net/wiki/H%C3%B3dmezov%C3%A1s%C3%A1rhely	240.135	U	U	U	U	U	U	U	FWL,Marik Commonwealth	FWL,Marik Commonwealth	FWL,Marik Commonwealth	FWL,Marik Commonwealth	FWL,Marik Commonwealth	FWL,Marik Commonwealth	FWL,Marik Commonwealth	FWL,Marik Commonwealth	FWL,Marik Commonwealth	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1136	Hornir's Keep		-258.372	-33.630	1,1,0	https://www.sarna.net/wiki/Hornir's_Keep	260.551	U	U	U	U	U	U	U	LC,Protectorate of Donegal,Furillo Province	LC,Protectorate of Donegal,Furillo Province	LC,Protectorate of Donegal,Furillo Province	LC,Protectorate of Donegal,Furillo Province	LC,Protectorate of Donegal,Furillo Province	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1178	Ildlandet		-241.134	-320.682	1,1,0	https://www.sarna.net/wiki/Ildlandet	401.226	U					FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1180	Illium		-207.376	439.225	1,1,0	https://www.sarna.net/wiki/Illium	485.719						RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1210	Iron Land		-88.314	445.546	1,1,0	https://www.sarna.net/wiki/Iron_Land	454.214	U	U	U	U	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	I	I	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1219	Itica		-64.064	-373.084	1,1,0	https://www.sarna.net/wiki/Itica	378.544	U	U	U	U	U	U	U	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	FWL,Duchy of Andurien	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1224	Izmir		-340.859	-268.167	1,1,0	https://www.sarna.net/wiki/Izmir	433.703	U	U	U	U	U	U	U	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1236	Jardine	Herakleion (2822+)	-200.944	-91.199	1,1,0	https://www.sarna.net/wiki/Jardine	220.671	I	I	I	I		FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	CS(H)	CS(H)	CS(H)	CS(H)	CS(H)	CS(H)	CS(H)	CS(H)	CS(H)	CS(H)	CS(H)	WB(H)	WB(H)	WB(H)	WB(H)	WB(H)	WB(H)	WB(H)	WB(H)	A	A	A	A	A	A	A	A	A	A	A
1239	Jászberény		-105.574	-142.411	1,1,0	https://www.sarna.net/wiki/J%C3%A1szber%C3%A9ny	177.276	U				FWL	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1261	Jorvikland		-210.488	307.656	1,1,0	https://www.sarna.net/wiki/Jorvikland	372.770	U	U	U	U		LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1270	Jungar Qi		15.543	-281.895	1,1,0	https://www.sarna.net/wiki/Jungar_Qi	282.323	U	U	U	U	U	U	U	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 6	CC,Sian Commonality,Region 6	CC,Sian Commonality,Region 6	CC,Sian Commonality,Region 6	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1284	Kalmar		-67.584	-302.283	1,1,0	https://www.sarna.net/wiki/Kalmar_(FWL)	309.746					FWL	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1298	Karlstejn		-52.468	-290.763	1,1,0	https://www.sarna.net/wiki/Karlstejn	295.459	U	U	U	U	U	U	U	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	FWL,Duchy of Andurien	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1304	Katla		-59.629	-341.019	1,1,0	https://www.sarna.net/wiki/Katla	346.193	U	U	U	U	U	U	U	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	FWL,Duchy of Andurien	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1318	Keeling		-173.754	-217.409	1,1,0	https://www.sarna.net/wiki/Keeling	278.311	RP	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	PR	PR	PR	RF	A	A	A	A	A
1346	Kievanur		-55.485	-152.459	1,1,0	https://www.sarna.net/wiki/Kievanur	162.242	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	FWL,Duchy of Orloff	FWL,Duchy of Orloff	FWL,Duchy of Orloff	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1388	Kola		-265.491	439.573	1,1,0	https://www.sarna.net/wiki/Kola	513.527	U	U	U	U	U	U	U	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1389	Köln		-150.073	-153.989	1,1,0	https://www.sarna.net/wiki/K%C3%B6ln_(FWL)	215.022	U	U	U	U	U	U	U	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1390	Kolobrzeg		-130.241	-45.581	1,1,0	https://www.sarna.net/wiki/Kolobrzeg	137.987	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1394	Konopiste		-44.042	-285.558	1,1,0	https://www.sarna.net/wiki/Konopiste	288.934	U	U	U	U	U	U	U	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1401	Koskenkorva		-214.392	474.350	1,1,0	https://www.sarna.net/wiki/Koskenkorva	520.550	U	U	U	U	U	U	U	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1411	Kreller		-59.834	352.897	1,1,0	https://www.sarna.net/wiki/Kreller	357.934	U	U	U			LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1422	Kupang		-51.334	-273.649	1,1,0	https://www.sarna.net/wiki/Kupang_(CC)	278.422	U	U	U	U	U	U	U	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1509	Logres		-317.919	175.646	1,1,0	https://www.sarna.net/wiki/Logres	363.213	U	U	U	U	U	U	U	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1516	Lopez		-37.757	-330.395	1,1,0	https://www.sarna.net/wiki/Lopez	332.545	U	U	U	U	U	U	U	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	DA	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	DA	DA	A	A	A	A	A	A	A	A
1534	Lukla		-53.623	-225.554	1,1,0	https://www.sarna.net/wiki/Lukla	231.841	U	U	U	U	U	U	U	CC,Sian Commonality,Region 1	CC,Sian Commonality,Region 1	CC,Sian Commonality,Region 1	CC,Sian Commonality,Region 1	CC,Sian Commonality,Region 1	FWL,Duchy of Oriente	FWL,Duchy of Oriente	FWL,Duchy of Oriente	FWL,Federation of Oriente	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1550	Machapuchre		-321.002	420.347	1,1,0	https://www.sarna.net/wiki/Machapuchre	528.899	U	U	U	U	U	U	U	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	I	I	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1580	Manaus		-152.611	-361.226	1,1,0	https://www.sarna.net/wiki/Manaus	392.141	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1587	Mangor		-153.199	-370.687	1,1,0	https://www.sarna.net/wiki/Mangor	401.097	U	U	U	U	U	U	FWL,Duchy of Andurien	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1597	Manx		-182.045	317.003	1,1,0	https://www.sarna.net/wiki/Manx	365.556	U	U	U	U	U	U	U	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1602	Marathon		-150.911	-278.781	1,1,0	https://www.sarna.net/wiki/Marathon	317.006	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1628	Mattisskogen		-58.661	-361.366	1,1,0	https://www.sarna.net/wiki/Mattisskogen	366.096	U	U	U	U	U	U	U	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	FWL,Duchy of Andurien	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1668	Melk		-386.210	-213.072	1,1,0	https://www.sarna.net/wiki/Melk	441.087	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1669	Melville		-303.627	405.768	1,1,0	https://www.sarna.net/wiki/Melville	506.791						RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	I	I	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1737	Mohács		-267.779	-180.673	1,1,0	https://www.sarna.net/wiki/Moh%C3%A1cs	323.030	U	U	U	U	U	U	U	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1751	Montsegur		-253.087	383.132	1,1,0	https://www.sarna.net/wiki/Montsegur	459.177	U	U	U	U	U	U	U	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1770	Mumbai		25.302	-248.926	1,1,0	https://www.sarna.net/wiki/Mumbai	250.209	U	U	U	U	U	U	U	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	CC,Sian Commonality,Region 4	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1782	Myrvoll		-17.664	-88.598	1,1,0	https://www.sarna.net/wiki/Myrvoll	90.342	U	U	U	U	U	U	U	CC,Tikonov Commonality,Region 1	CC,Tikonov Commonality,Region 1	CC,Tikonov Commonality,Region 1	CC,Tikonov Commonality,Region 1	CC,Tikonov Commonality,Region 4	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1789	Naissus		-347.184	-162.059	1,1,0	https://www.sarna.net/wiki/Naissus	383.145	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1794	Nam Dinh		-66.678	-251.434	1,1,0	https://www.sarna.net/wiki/Nam_Dinh	260.125	U	U	U	U	U	U	U	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	CC,Andurien Commonality,Region 1	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	FWL,Duchy of Andurien	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1799	Naryn		-37.191	-361.153	1,1,0	https://www.sarna.net/wiki/Naryn	363.063	U	U	U	U	U	U	U	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	CC,Andurien Commonality,Region 2	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1813	New Ålborg		-112.262	447.541	1,1,0	https://www.sarna.net/wiki/New_%C3%85lborg	461.406	U	U	U	U	U	U	U	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	I	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1824	New Dallas		-54.993	-25.456	1,1,0	https://www.sarna.net/wiki/New_Dallas	60.599	U	U	U	U	TH	TH,Tyrfing Province	TH,Tyrfing Province	TH,Tyrfing Province	TH,Tyrfing Province	AE,Tyrfing Province	TH,Tyrfing Province	TH,New Dallas Province,Minor Capital	FWL,Marik Commonwealth	FWL,Marik Commonwealth	FWL,Marik Commonwealth	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1844	New Praha		-104.535	-175.749	1,1,0	https://www.sarna.net/wiki/New_Praha	204.488	U				FWL	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	FWL,Federation of Oriente	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1855	New Troy		-51.105	-259.908	1,1,0	https://www.sarna.net/wiki/New_Troy	264.885	U	U	U	U	U	U	U	CC,Sian Commonality,Region 2	CC,Sian Commonality,Region 2	CC,Sian Commonality,Region 2	CC,Sian Commonality,Region 2	CC,Sian Commonality,Region 2	CC,Sian Commonality,Region 2	CC,Sian Commonality,Region 2	CC,Sian Commonality,Region 2	CC,Sian Commonality,Region 2	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1906	Nuelson Minor		-345.717	171.896	1,1,0	https://www.sarna.net/wiki/Nuelson_Minor	386.094	U	U	U	U	U	U	U	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1907	Nukus		-2.093	-320.600	1,1,0	https://www.sarna.net/wiki/Nukus	320.607	U	U	U	U	U	U	U	CC,Sian Commonality,Region 7	CC,Sian Commonality,Region 7	CC,Sian Commonality,Region 7	CC,Sian Commonality,Region 7	CC,Sian Commonality,Region 7	CC,Sian Commonality,Region 7	CC,Sian Commonality,Region 7	CC,Sian Commonality,Region 7	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
